NAME,SAMPLE_ID,PLATE_ID,CAS,ATG_ID
335-Trimethylcyclohexyl salicylate,TX010065,TP0000720,118-56-9,AT000389
Benzyl salicylate,TX003239,TP0000715,118-58-1,AT000390
Maltol,TX003197,TP0000133,118-71-8,AT000391
"2,4,6-Tribromophenol",TX002085,TP0000722,118-79-6,AT000392
"4,4'-Methylenebis(2,6-di-t-butylphenol)",TX011370,TP0000715,118-82-1,AT000393
Butane-13-diyl bis(2-methylprop-2-enoate),TX004638,TP0000722,1189-08-8,AT000394
2-Hydroxyacetophenone,TX001365,TP0000717,118-93-4,AT000395
Octyl decyl phthalate,TX009815,TP0000718,119-07-3,AT000396
Sodium tetradecyl sulfate,TX003453,TP0000410,1191-50-0,AT000397
Tebufenpyrad,TV000205,Phase_1,119168-77-3,AT000398
"(5S)-5-Butyl-9-{1-[(4,6-dimethylpyrimidin-5-yl)carbonyl]-4-methylpiperidin-4-yl}-3-(tetrahydro-2H-pyran-4-ylmethyl)-1-oxa-3,9-diazaspiro[5.5]undecan-2-one",TX012270,TP0000795,1191914-21-2,AT000399
"4,5-Dichloro-3H-1,2-dithiol-3-one",TX012257,TP0000716,1192-52-5,AT000400
Methyl salicylate,TX003411,TP0000133,119-36-8,AT000401
Difenoconazole,TV000188,Phase_1,119446-68-3,AT000402
Dichlobenil,TV000040,Phase_1,1194-65-6,AT000403
"2,2'-Methylenebis(4-methyl-6-tert-butylphenol)",TX005068,TP0000720,119-47-1,AT000404
Icaridin,TV000279,Phase_1,119515-38-7,AT000405
Benzoin,TX002569,TP0000724,119-53-9,AT000406
Benzophenone,TX002253,TP0000133,119-61-9,AT000407
Tetralin,TX001769,TP0000719,119-64-2,AT000408
"3,3-Dimethoxybenzidine",TX001914,TP0000308,119-90-4,AT000409
"3,3-Dimethylbenzidine",TX006913,TP0000307,119-93-7,AT000410
Fipronil,TV000153,Phase_1,120068-37-3,AT000411
Cyazofamid,TV000057,Phase_1,120116-88-3,AT000412
Anthracene,TX001370,TP0000308,120-12-7,AT000413
Veratraldehyde,TX005796,TP0000721,120-14-9,AT000414
Naphthalene-2-sulfonic acid,TX004951,TP0000722,120-18-3,AT000415
Clorophene,TV000362,Phase_1,120-32-1,AT000416
Clorophene,TX000858,TP0000133,120-32-1,AT000417
Clorophene,TX009149,TP0000307,120-32-1,AT000418
Clorophene,TX109149,TP0000307,120-32-1,AT000419
Clorophene,TX209149,TP0000307,120-32-1,AT000420
Clorophene,TX309149,TP0000410,120-32-1,AT000421
Clorophene,TX409149,TP0000410,120-32-1,AT000422
Clorophene,TX509149,TP0000410,120-32-1,AT000423
Dichlorprop,TV000012,Phase_1,120-36-5,AT000424
"1,3-Diphenyl-1,3-propanedione",TX003910,TP0000724,120-46-7,AT000425
Ethylparaben,TX001702,TP0000131,120-47-8,AT000426
Ethylparaben,TX001702,TP0000715,120-47-8,AT000427
Ethylparaben,TX101702,TP0000722,120-47-8,AT000428
Ethylparaben,TX201702,TP0000723,120-47-8,AT000429
Anastrozole,TX012539,TP0000717,120511-73-1,AT000430
Benzyl benzoate,TX008745,TP0000717,120-51-4,AT000431
Diethylene glycol dibenzoate,TX008217,TP0000410,120-55-8,AT000432
"Ethanol, 2,2'-[1,2-ethanediylbis(oxy)]bis-, dibenzoate",TX006090,TP0000721,120-56-9,AT000433
Dimethyl terephthalate,TX003421,TP0000308,120-61-6,AT000434
2-((Dimethylamino)methyl)phenol,TX004401,TP0000715,120-65-0,AT000435
2-Methoxy-5-methylaniline,TX001355,TP0000308,120-71-8,AT000436
Indole,TX005191,TP0000717,120-72-9,AT000437
Catechol,TX003836,TP0000308,120-80-9,AT000438
"1,2,4-Trichlorobenzene",TX009437,TP0000410,120-82-1,AT000439
"2,4-Dichlorophenol",TX001913,TP0000308,120-83-2,AT000440
Cyclopentanone,TX012253,TP0000724,120-92-3,AT000441
"2,4-Bis(2-methylbutan-2-yl)phenol",TX002641,TP0000133,120-95-6,AT000442
2-tert-Butyl-4-methoxyphenol,TX002530,TP0000133,121-00-6,AT000443
"2,4-Dinitrotoluene",TX007192,TP0000410,121-14-2,AT000444
3-Ethoxy-4-hydroxybenzaldehyde,TX001372,TP0000131,121-32-4,AT000445
3-Ethoxy-4-hydroxybenzaldehyde,TX001372,TP0000716,121-32-4,AT000446
4-Hydroxy-3-methoxybenzaldehyde,TX002327,TP0000410,121-33-5,AT000447
Ethyl 3-phenylglycidate,TX011424,TP0000716,121-39-1,AT000448
N-Benzyladenine,TX002329,TP0000721,1214-39-7,AT000449
Triethylamine,TX004276,TP0000131,121-44-8,AT000450
Cyprodinil,TV000232,Phase_1,121552-61-2,AT000451
"N,N-Dimethylaniline",TX001882,TP0000133,121-69-7,AT000452
Malathion,TV000203,Phase_1,121-75-5,AT000453
Malathion,TX000791,TP0000131,121-75-5,AT000454
Propyl gallate,TX002261,TP0000131,121-79-9,AT000455
"1,3-Benzenedicarboxylic acid",TX002965,TP0000308,121-91-5,AT000456
Octylparaben,TX012230,TP0000721,1219-38-1,AT000457
Cyhalofop-butyl,TV000067,Phase_1,122008-85-9,AT000458
Fenitrothion,TV000179,Phase_1,122-14-5,AT000459
Triisopropanolamine,TX002459,TP0000723,122-20-3,AT000460
Simazine,TV000119,Phase_1,122-34-9,AT000461
Diphenylamine,TV000154,Phase_1,122-39-4,AT000462
Diphenylamine,TX003699,TP0000133,122-39-4,AT000463
Amyl cinnamal,TX003261,TP0000719,122-40-7,AT000464
Propham,TX003169,TP0000715,122-42-9,AT000465
Chlorfenapyr,TX004538,TP0000715,122453-73-0,AT000466
Ethyl orthoformate,TX002486,TP0000720,122-51-0,AT000467
Methyl styryl ketone,TX003489,TP0000724,122-57-6,AT000468
Bis(2-ethylhexyl) decanedioate,TX011221,TP0000795,122-62-3,AT000469
"1,2-Diphenylhydrazine",TX007190,TP0000410,122-66-7,AT000470
Phenylacetaldehyde,TX003291,TP0000723,122-78-1,AT000471
Sulfentrazone,TV000126,Phase_1,122836-35-5,AT000472
4-Chlorophenoxyacetic acid,TX002593,TP0000716,122-88-3,AT000473
Rimsulfuron,TV000136,Phase_1,122931-48-0,AT000474
Phenoxyethanol,TV000022,Phase_1,122-99-6,AT000475
4-Morpholinepropanamine,TX007459,TP0000715,123-00-2,AT000476
Dodecylbenzene,TX008688,TP0000795,123-01-3,AT000477
2-Ethylhexanal,TX011303,TP0000717,123-05-7,AT000478
4-Ethylphenol,TX002739,TP0000720,123-07-9,AT000479
4-Methoxybenzaldehyde,TX001393,TP0000724,123-11-5,AT000480
Candoxatril,TX006177,plate-TO-5-1,123122-55-4,AT000481
268-Trimethyl-4-nonanol,TX004329,TP0000723,123-17-1,AT000482
Diethyl butanedioate,TX007745,TP0000307,123-25-1,AT000483
Pymetrozine,TV000139,Phase_1,123312-89-0,AT000484
Hydroquinone,TX001382,TP0000131,123-31-9,AT000485
Maleic hydrazide,TV000039,Phase_1,123-33-1,AT000486
Pyrithiobac-sodium,TV000191,Phase_1,123343-16-8,AT000487
Myrcene,TX002299,TP0000410,123-35-3,AT000488
Diacetone alcohol,TX011484,TP0000795,123-42-2,AT000489
Diacetone alcohol,TX011484,TP0000723,123-42-2,AT000490
Isopentyl alcohol,TX009647,TP0000795,123-51-3,AT000491
Ethyl hexanoate,TX001043,TP0000721,123-66-0,AT000492
Butyraldehyde,TX004294,TP0000131,123-72-8,AT000493
Azodicarbonamide,TX006792,TP0000717,123-77-3,AT000494
Butyl acetate,TX002251,TP0000133,123-86-4,AT000495
3-Methylbutyl acetate,TX003383,TP0000133,123-92-2,AT000496
2-Octanol,TX011230,TP0000715,123-96-6,AT000497
Nonanedioic acid,TX002971,TP0000723,123-99-9,AT000498
Hexanedioic acid,TX002129,TP0000410,124-04-9,AT000499
Octanoic acid,TX002151,TP0000133,124-07-2,AT000500
16-Hexanediamine,TX001699,TP0000723,124-09-4,AT000501
Octanal,TX001714,TP0000131,124-13-0,AT000502
Decane,TX001712,TP0000131,124-18-5,AT000503
2-Ethylhexyl diphenyl phosphate,TX010050,TP0000721,1241-94-7,AT000504
Nonanal,TX011275,TP0000716,124-19-6,AT000505
1-Dodecanamine,TX003427,TP0000718,124-22-1,AT000506
"2-(1-benzofuran-4-yl)-N-methyl-N-[(5R,7S,8S)-7-(pyrrolidin-1-yl)-1-oxaspiro[4.5]dec-8-yl]acetamide",TX006152,plate-TO-5-1,124378-77-4,AT000507
Dimethylamine,TX011724,TP0000717,124-40-3,AT000508
Quinoxyfen,TV000065,Phase_1,124495-18-7,AT000509
2-Amino-2-methylpropan-1-ol,TX011505,TP0000721,124-68-5,AT000510
Isoborneol,TX004906,TP0000716,124-76-5,AT000511
Triamcinolone,TX005086,TP0000131,124-94-7,AT000512
Metconazole,TX008427,TP0000716,125116-23-6,AT000513
Isobornyl acetate,TX012233,TP0000720,125-12-2,AT000514
Ipconazole,TX011642,TP0000718,125225-28-7,AT000515
Bispyribac-sodium,TX011628,TP0000714,125401-92-5,AT000516
Aminoglutethimide,TX012518,TP0000717,125-84-8,AT000517
Diphenolic acid,TX010329,TP0000720,126-00-1,AT000518
Carminic acid,TX008556,TP0000307,1260-17-9,AT000519
"3-Bromo-1-chloro-5,5-dimethylhydantoin",TX004954,TP0000724,126-06-7,AT000520
"2-(Hydroxymethyl)-2-nitro-1,3-propanediol",TX008616,TP0000307,126-11-4,AT000521
Sucrose octaacetate,TX003964,TP0000410,126-14-7,AT000522
"2,2-Dimethylpropane-1,3-diol",TX011306,TP0000714,126-30-7,AT000523
Triflusulfuron-methyl,TV000222,Phase_1,126535-15-7,AT000524
"Tris(2,3-dibromopropyl) phosphate",TX008449,TP0000715,126-72-7,AT000525
Tributyl phosphate,TX002967,TP0000308,126-73-8,AT000526
Fenhexamid,TV000145,Phase_1,126833-17-8,AT000527
"2,4,7,9-Tetramethyl-5-decyne-4,7-diol",TX009326,TP0000410,126-86-3,AT000528
Sodium ethasulfate,TX006104,TP0000717,126-92-1,AT000529
Methacrylonitrile,TX002206,TP0000723,126-98-7,AT000530
Hydroxyurea,TX009231,TP0000307,127-07-1,AT000531
NN-Dimethylacetamide,TX009487,TP0000722,127-19-5,AT000532
Methyl abietate,TX012212,TP0000715,127-25-3,AT000533
Prohexadione-calcium,TV000373,Phase_1,127277-53-6,AT000534
Zamifenacin,TX006151,plate-TO-5-1,127308-82-1,AT000535
"Sodium 1,4-diisobutyl sulfosuccinate",TX009842,TP0000714,127-39-9,AT000536
"(3E)-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one",TX002749,TP0000722,127-41-3,AT000537
Retinol acetate,TX005736,TP0000723,127-47-9,AT000538
"3-Buten-2-one, 3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-",TX003786,TP0000131,127-51-5,AT000539
Sodium dimethyldithiocarbamate,TX004202,TP0000133,128-04-1,AT000540
Butylated hydroxytoluene,TX012249,TP0000714,128-37-0,AT000541
"2,6-Di-tert-butylphenol",TX002669,TP0000133,128-39-2,AT000542
Carfentrazone-ethyl,TV000396,Phase_1,128639-02-1,AT000543
"1,4-Diaminoanthraquinone",TX003878,TP0000722,128-95-0,AT000544
Pyrene,TX010787,TP0000410,129-00-0,AT000545
Sodium warfarin,TX004403,TP0000714,129-06-6,AT000546
Sulfan blue,TX007767,TP0000722,129-17-9,AT000547
TNP-470,TX012554,TP0000795,129298-91-5,AT000548
Fabesetron hydrochloride,TX011663,TP0000795,129299-90-7,AT000549
Fulvestrant,TX012533,TP0000795,129453-61-8,AT000550
Fulvestrant,TX012533,TP0000714,129453-61-8,AT000551
Fulvestrant,TX112533,TP0000716,129453-61-8,AT000552
Fulvestrant,TX212533,TP0000723,129453-61-8,AT000553
Pyraflufen-ethyl,TV000275,Phase_1,129630-19-9,AT000554
Sodium xylenesulfonate,TX002381,TP0000131,1300-72-7,AT000555
Dimethylaniline,TX005778,TP0000723,1300-73-8,AT000556
Sodium 1-naphthalenesulfonate,TX004300,TP0000723,130-14-3,AT000557
Terbufos,TX007696,TP0000795,13071-79-9,AT000558
Terbufos,TX007696,TP0000720,13071-79-9,AT000559
Dimethyl phthalate,TV000027,Phase_1,131-11-3,AT000560
Diallyl phthalate,TX003387,TP0000133,131-17-9,AT000561
Dipentyl phthalate,TX008788,TP0000307,131-18-0,AT000562
Fludioxonil,TV000137,Phase_1,131341-86-1,AT000563
"2,2',4,4'-Tetrahydroxybenzophenone",TX002393,TP0000795,131-55-5,AT000564
"2,2',4,4'-Tetrahydroxybenzophenone",TX002393,TP0000719,131-55-5,AT000565
"2,2',4,4'-Tetrahydroxybenzophenone",TX102393,TP0000721,131-55-5,AT000566
"2,2',4,4'-Tetrahydroxybenzophenone",TX202393,TP0000721,131-55-5,AT000567
24-Dihydroxybenzophenone,TX002313,TP0000721,131-56-6,AT000568
2-Hydroxy-4-methoxybenzophenone,TX002639,TP0000717,131-57-7,AT000569
Monobutyl phthalate,TV000223,Phase_1,131-70-4,AT000570
"1-(6-tert-Butyl-1,1-dimethyl-2,3-dihydro-1H-inden-4-yl)ethanone",TX004395,TP0000717,13171-00-1,AT000571
Famoxadone,TV000032,Phase_1,131807-57-3,AT000572
Azoxystrobin,TV000144,Phase_1,131860-33-8,AT000573
Azoxystrobin,TX011595,TP0000307,131860-33-8,AT000574
Azoxystrobin,TX311595,TP0000410,131860-33-8,AT000575
Azoxystrobin,TX411595,TP0000410,131860-33-8,AT000576
Ethoprop,TV000204,Phase_1,13194-48-4,AT000577
Triticonazole,TV000289,Phase_1,131983-72-7,AT000578
C.I. Acid orange 24 monosodium salt,TX005912,TP0000714,1320-07-6,AT000579
Divinylbenzene,TX011551,TP0000722,1321-74-0,AT000580
Sodium 247-tri(propan-2-yl)naphthalene-1-sulfonate,TX008423,TP0000721,1323-19-9,AT000581
Glyceryl monoricinoleate,TX006742,TP0000723,1323-38-2,AT000582
26-Dimethyl-2-heptanol,TX006684,TP0000714,13254-34-7,AT000583
Dibenzofuran,TX002133,TP0000308,132-64-9,AT000584
Dibenzothiophene,TX012516,TP0000720,132-65-0,AT000585
Rifampicin,TX009070,TP0000410,13292-46-1,AT000586
C.I. Disperse orange 37,TX008086,TP0000721,13301-61-6,AT000587
Captan,TV000269,Phase_1,133-06-2,AT000588
Folpet,TV000181,Phase_1,133-07-3,AT000589
Tricresyl phosphate,TX009651,TP0000718,1330-78-5,AT000590
Diisooctyl adipate,TX010214,TP0000717,1330-86-5,AT000591
Flutamide,TX008558,TP0000410,13311-84-7,AT000592
Flutamide ,TX006459,TO-53,13311-84-7 ,AT000593
Flutamide ,TX006493,TO-53,13311-84-7 ,AT000594
Phenolsulfonic acid,TX006588,TP0000721,1333-39-7,AT000595
Ionone methyl-,TX004046,TP0000716,1335-46-2,AT000596
"Sorbitan, mono-(9Z)-9-octadecenoate",TX004100,TP0000410,1338-43-8,AT000597
Chloramben,TX009855,TP0000410,133-90-4,AT000598
"3-({(3R,4R)-6-[(5-fluoro-1,3-benzothiazol-2-yl)methoxy]-4-hydroxy-3,4-dihydro-2H-chromen-3-yl}methyl)benzoic acid",TX006187,plate-TO-5-1,134002-60-1,AT000599
Sodium L-ascorbate,TX009308,TP0000410,134-03-2,AT000600
Methyl 2-aminobenzoate,TX002195,TP0000410,134-20-3,AT000601
8-Hydroxyquinoline sulfate,TX011428,TP0000720,134-31-6,AT000602
Atorvastatin calcium,TX009803,TP0000714,134523-03-8,AT000603
Butafenacil,TV000053,Phase_1,134605-64-4,AT000604
Diethyltoluamide,TV000038,Phase_1,134-62-3,AT000605
"6-chloro-3-[(4-chlorothiophen-2-yl)carbonyl]-5-fluoro-2-oxo-2,3-dihydro-1H-indole-1-carboxamide",TX006193,plate-TO-5-1,135080-03-4,AT000606
Acibenzolar-S-Methyl,TV000229,Phase_1,135158-54-2,AT000607
2-Naphthalenol,TX003890,TP0000795,135-19-3,AT000608
2-Naphthalenol,TX003890,TP0000715,135-19-3,AT000609
Cupferron,TX006929,TP0000714,135-20-6,AT000610
Acetamiprid,TV000054,Phase_1,135410-20-7,AT000611
"sodium 5-{4-[(2-butyl-3H-imidazo[4,5-b]pyridin-3-yl)methyl]biphenyl-2-yl}tetrazol-1-ide",TX011655,TP0000795,136042-19-8,AT000612
"2,5-Pyridinedicarboxylic acid, dipropyl ester",TV000161,Phase_1,136-45-8,AT000613
Butyl benzoate,TX007565,TP0000410,136-60-7,AT000614
Tris(2-chloroisopropyl)phosphate,TX012523,TP0000717,13674-84-5,AT000615
"Tris(1,3-dichloro-2-propyl)phosphate",TX005757,TP0000308,13674-87-8,AT000616
4-Hexylresorcinol,TX002429,TP0000410,136-77-6,AT000617
"4,4'-Methylenebis(2,6-diethylaniline)",TX012254,TP0000717,13680-35-8,AT000618
Desmedipham,TX005885,TP0000715,13684-56-5,AT000619
Phenmedipham,TX010216,TP0000720,13684-63-4,AT000620
Thiram,TV000046,Phase_1,137-26-8,AT000621
Metam-sodium,TX009707,TP0000717,137-42-8,AT000622
Ascorbyl palmitate,TX006608,TP0000720,137-66-6,AT000623
Butyl lactate,TX002889,TP0000716,138-22-7,AT000624
Imidacloprid,TV000248,Phase_1,138261-41-3,AT000625
3-Phenoxybenzenemethanol,TX008566,TP0000722,13826-35-2,AT000626
"(2E,3E)-4-ethyl-2-(hydroxyimino)-5-nitrohex-3-enamide",TX011653,TP0000795,138472-01-2,AT000627
Limonene,TX004196,TP0000716,138-86-3,AT000628
Sodium phenolate,TX009811,TP0000714,139-02-6,AT000629
Nitrilotriacetic acid,TX003962,TP0000131,139-13-9,AT000630
"1-[(3S)-6-(benzyloxy)-2,3-dihydro-1-benzofuran-3-yl]-1-hydroxyurea",TX006206,plate-TO-5-1,139149-55-6,AT000631
Volinanserin,TX006234,plate-TO-5-2,139290-65-6,AT000632
Darbufelone mesylate,TX006143,plate-TO-5-1,139340-56-0,AT000633
Propazine,TV000116,Phase_1,139-40-2,AT000634
Ethyl diethanolamine,TX002891,TP0000723,139-87-7,AT000635
4-Undecanol 7-ethyl-2-methyl- hydrogen sulfate sodium salt,TX004465,TP0000721,139-88-8,AT000636
Dodecyl sulfate triethanolamine,TX009390,TP0000717,139-96-8,AT000637
Tris(2-chloroethyl) phosphite,TX002413,TP0000714,140-08-9,AT000638
Cinnamic acid,TX007717,TP0000719,140-10-3,AT000639
Benzyl acetate,TX001085,TP0000716,140-11-4,AT000640
Tannic acid,TX002496,TP0000133,1401-55-4,AT000641
1-(2-Aminoethyl)piperazine,TX001649,TP0000718,140-31-8,AT000642
4-Chlorophenylurea,TX002909,TP0000716,140-38-5,AT000643
Fenaminosulf,TX001037,TP0000410,140-56-7,AT000644
Pentamidine isethionate,TX009097,TP0000308,140-64-7,AT000645
"4-(1,1,3,3-Tetramethylbutyl)phenol",TX002579,TP0000133,140-66-9,AT000646
"4-(1,1,3,3-Tetramethylbutyl)phenol",TX002579,TP0000718,140-66-9,AT000647
"4-(1,1,3,3-Tetramethylbutyl)phenol",TX102579,TP0000718,140-66-9,AT000648
"4-(1,1,3,3-Tetramethylbutyl)phenol",TX202579,TP0000720,140-66-9,AT000649
"4-(1,1,3,3-Tetramethylbutyl)phenol",TX006455,TO-53,140-66-9 ,AT000650
Estragole,TX001706,TP0000722,140-67-0,AT000651
Dimethylolurea,TX002466,TP0000723,140-95-4,AT000652
Diisobutyl adipate,TX002345,TP0000131,141-04-8,AT000653
Isoxaflutole,TV000219,Phase_1,141112-29-0,AT000654
9-Octadecenoic acid 12-hydroxy- (9Z12R)-,TX002713,TP0000721,141-22-0,AT000655
Butyl acrylate,TX003267,TP0000718,141-32-2,AT000656
Ethanolamine,TX004278,TP0000131,141-43-5,AT000657
Trifloxystrobin,TV000354,Phase_1,141517-21-7,AT000658
Dicrotophos,TV000091,Phase_1,141-66-2,AT000659
Ethyl acetate,TX001276,TP0000131,141-78-6,AT000660
4-Methylpent-3-en-2-one,TX002498,TP0000720,141-79-7,AT000661
Aniline hydrochloride,TX009066,TP0000715,142-04-1,AT000662
Bis(2-ethylhexyl) maleate,TX008995,TP0000724,142-16-5,AT000663
1-Monolaurin,TX002699,TP0000723,142-18-7,AT000664
Sodium octyl sulfate,TX002665,TP0000719,142-31-4,AT000665
"1,4-Bis(N-isopropylamino)anthraquinone",TX002905,TP0000714,14233-37-5,AT000666
Flufenacet,TV000146,Phase_1,142459-58-3,AT000667
Hexanoic acid,TX005241,TP0000410,142-62-1,AT000668
Sodium decyl sulfate,TX007481,TP0000718,142-87-0,AT000669
Dodecanoic acid,TX003369,TP0000715,143-07-7,AT000670
1-Nonanol,TX002453,TP0000717,143-08-8,AT000671
2-[2-(2-Butoxyethoxy)ethoxy]ethanol,TX006943,TP0000716,143-22-6,AT000672
Kresoxim-methyl,TX008177,TP0000719,143390-89-0,AT000673
Pregnenolone carbonitrile,TX012531,TP0000719,1434-54-4,AT000674
Kepone,TX002769,TP0000133,143-50-0,AT000675
Kepone,TX002769,TP0000717,143-50-0,AT000676
Kepone,TX102769,TP0000721,143-50-0,AT000677
Kepone,TX202769,TP0000722,143-50-0,AT000678
Sodium abietate,TX005920,TP0000723,14351-66-7,AT000679
(2E)-3-Phenylprop-2-enal,TX003299,TP0000723,14371-10-9,AT000680
Phenol red,TX012221,TP0000721,143-74-8,AT000681
Fluoroacetic acid,TX010324,TP0000715,144-49-0,AT000682
Iodosulfuron-methyl-sodium,TV000036,Phase_1,144550-36-7,AT000683
Diisopropyl methylphosphonate,TX006590,TP0000410,1445-75-6,AT000684
Oxalic acid,TX003359,TP0000133,144-62-7,AT000685
Oxalic acid,TX003359,TP0000723,144-62-7,AT000686
Oxasulfuron,TV000212,Phase_1,144651-06-9,AT000687
Diclosulam,TV000169,Phase_1,145701-21-9,AT000688
Endothal,TX002723,TP0000308,145-73-3,AT000689
"(2S,3S)-N-[2-methoxy-5-(trifluoromethoxy)benzyl]-2-phenylpiperidin-3-amine",TX006146,plate-TO-5-1,145742-28-5,AT000690
Dimethyl isophthalate,TX009092,TP0000716,1459-93-4,AT000691
"1-Benzyl-1-{[3-(4-chlorophenyl)-5-methyl-1-benzofuran-2-yl]methyl}-3-(2,4,6-trifluorophenyl)urea",TX011665,TP0000795,146011-65-6,AT000692
Diphenhydramine hydrochloride,TX010369,TP0000410,147-24-0,AT000693
2-sec.-Butylcyclohexanone,TX005480,TP0000722,14765-30-1,AT000694
13-Benzenedimethanamine,TX012245,TP0000717,1477-55-0,AT000695
Arabinose,TX004355,TP0000716,147-81-9,AT000696
Bisphenol AF,TX004108,TP0000795,1478-61-1,AT000697
Bisphenol AF,TX004108,TP0000717,1478-61-1,AT000698
Bisphenol AF,TX104108,TP0000717,1478-61-1,AT000699
Bisphenol AF,TX204108,TP0000721,1478-61-1,AT000700
Phoxim,TX004540,TP0000720,14816-18-3,AT000701
8-Hydroxyquinoline,TX002224,TP0000133,148-24-3,AT000702
Spirodiclofen,TV000052,Phase_1,148477-71-8,AT000703
Thiabendazole,TV000160,Phase_1,148-79-8,AT000704
Thiabendazole,TX003697,TP0000133,148-79-8,AT000705
Menthol,TX012244,TP0000715,1490-04-6,AT000706
"4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one",TX002212,TP0000723,14901-07-6,AT000707
"1,3-dichloro-6,7,8,9,10,12-hexahydroazepino[2,1-b]quinazoline hydrochloride (1:1)",TX006153,plate-TO-5-1,149062-75-9,AT000708
2-Mercaptobenzothiazole,TX003844,TP0000131,149-30-4,AT000709
"[2-({[2-(4-tert-Butyl-1,3-thiazol-2-yl)-1-benzofuran-5-yl]oxy}methyl)phenyl]acetic acid",TX011658,TP0000795,149413-74-1,AT000710
2-Ethylhexanoic acid,TX003067,TP0000308,149-57-5,AT000711
Bifenazate,TV000017,Phase_1,149877-41-8,AT000712
Tepraloxydim,TV000207,Phase_1,149979-41-9,AT000713
4-Aminobenzoic acid,TX002591,TP0000308,150-13-0,AT000714
Sodium 2-methylbenzenesulfonate,TX006092,TP0000722,15046-75-0,AT000715
"1-(3,5,5,6,8,8-Hexamethyl-5,6,7,8-tetrahydronaphthalen-2-yl)ethanone",TX001183,TP0000716,1506-02-1,AT000716
Monuron,TX003222,TP0000410,150-68-5,AT000717
4-Methoxyphenol,TX003315,TP0000719,150-76-5,AT000718
Hydroquinone dimethyl ether,TX001663,TP0000715,150-78-7,AT000719
Dimethylbenzylcarbinyl acetate,TX005500,TP0000722,151-05-3,AT000720
Sodium dodecyl sulfate,TX003725,TP0000131,151-21-3,AT000721
3-(Difluoromethyl)-1-(4-methoxyphenyl)-5-[4-(methylsulfinyl)phenyl]-1H-pyrazole,TX011664,TP0000795,151506-44-4,AT000722
2-Acrylamido-2-methyl-1-propanesulfonic acid,TX008878,TP0000722,15214-89-8,AT000723
Napropamide,TV000386,Phase_1,15299-99-7,AT000724
Diclofenac sodium,TX006293,TP0000307,15307-79-6,AT000725
Benodanil,TX005992,TP0000410,15310-01-7,AT000726
Etoxazole,TV000286,Phase_1,153233-91-1,AT000727
Thiamethoxam,TV000171,Phase_1,153719-23-4,AT000728
4-Dodecylmorpholine,TX001139,TP0000719,1541-81-7,AT000729
6-Thioguanine,TX006867,TP0000307,154-42-7,AT000730
4-Butylchlorobenzene,TX012223,TP0000717,15499-27-1,AT000731
Emamectin benzoate,TV000150,Phase_1,155569-91-8,AT000732
"3,6,9,12-Tetraoxahexadecan-1-ol",TX002850,TP0000720,1559-34-8,AT000733
2-(2-Ethylhexyloxy)ethanol,TX005982,TP0000719,1559-35-9,AT000734
N-[(1-{[2-(diethylamino)ethyl]amino}-7-methoxy-9-oxo-9H-thioxanthen-4-yl)methyl]formamide,TX006222,plate-TO-5-2,155990-20-8,AT000735
Zoxamide,TV000356,Phase_1,156052-68-5,AT000736
4-Nitrosodiphenylamine,TX008939,TP0000714,156-10-5,AT000737
1-Benzylquinolinium chloride,TX006078,TP0000795,15619-48-4,AT000738
"2,3-Dihydro-2,2-dimethyl-7-benzofuranol",TX002116,TP0000718,1563-38-8,AT000739
Carbofuran,TX011617,TP0000410,1563-66-2,AT000740
4-Ethoxyaniline,TX003866,TP0000720,156-43-4,AT000741
(E)-12-Dichloroethylene,TX007161,TP0000715,156-60-5,AT000742
1-Propoxy-2-propanol,TX004620,TP0000716,1569-01-3,AT000743
1-Ethoxy-2-propanol,TX005759,TP0000720,1569-02-4,AT000744
4-Chloro-2-methylphenol,TX001334,TP0000721,1570-64-5,AT000745
"1-[(3S,4R)-3-(biphenyl-4-ylmethyl)-4-hydroxy-3,4-dihydro-2H-chromen-7-yl]cyclopentanecarboxylic acid",TX006197,plate-TO-5-1,158081-99-3,AT000746
Trifluralin,TV000125,Phase_1,1582-09-8,AT000747
Cariporide mesylate (HOE642),TX006220,plate-TO-5-2,159138-81-5,AT000748
Daminozide,TV000184,Phase_1,1596-84-5,AT000749
Alachlor,TV000173,Phase_1,15972-60-8,AT000750
Bromo-3-chloro-55-dimethylhydantoin,TX009827,TP0000719,16079-88-2,AT000751
Prometon,TV000114,Phase_1,1610-18-0,AT000752
Methoxyfenozide,TV000217,Phase_1,161050-58-4,AT000753
Fenamidone,TV000058,Phase_1,161326-34-7,AT000754
5-Ethylidene-2-norbornene,TX009479,TP0000722,16219-75-3,AT000755
44'-Di-tert-butylbiphenyl,TX012259,TP0000718,1625-91-8,AT000756
5-[2-methyl-3-(pyridin-3-yl)-1H-indol-1-yl]pentanoic acid,TX006198,plate-TO-5-1,162706-14-1,AT000757
